ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
1538573340,CX2Jtm4mk6FaETOuD2,0,53033,0,53,0,0,42,6,6,1,0,1,1,73,1,73,0,0
1538573330,CRTsIM1uS8RZvpNOJg,0,49070,0,53,0,0,34,2,2,0,0,0,2,134,0,0,0,0
1538573340,C5Xg4e23VLkAdQ9iU2,0,43201,0,53,0,0,43,6,6,1,0,1,1,73,1,73,0,0
1538573350,CBqC2O3Tf88viK7mIb,0,35251,0,53,0,0,44,6,6,1,0,1,1,73,1,73,0,0
1538573340,CG1sj63fhMNaCerybd,0,57514,0,53,0,0,12,2,2,0,0,0,2,134,0,0,0,0
1538573350,Cx5Tsfz0aVUgmgZD2,0,54271,0,53,0,0,41,6,6,1,0,1,1,73,1,73,0,0
1538573321,CBb6iJ2Z7b850qBpSj,0,123,7,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573386,Clehcz1UJDHM9KB9X8,0,40291,0,53,0,0,45,6,6,1,0,1,1,73,1,73,0,0
1538573376,COOMtP3xZYayPt5wy,0,32813,0,53,0,0,40,2,2,0,0,0,2,134,0,0,0,0
1538573386,CvvHDe3Ashx7j0lAAb,0,43338,0,53,0,0,46,6,6,1,0,1,1,73,1,73,0,0
1538573396,CZJEJn4xdPS7QXOnSe,0,55282,0,53,0,0,47,6,6,1,0,1,1,73,1,73,0,0
1538573386,CHl4Up24scgWVRT0q5,0,44607,0,53,0,0,20,2,2,0,0,0,2,134,0,0,0,0
1538573396,C0VGY148bqekKi7S5f,0,41144,0,53,0,0,48,6,6,1,0,1,1,73,1,73,0,0
1538573088,CqohSh3JorBijEyP7f,1,60573,8,22,1,1,49,7,7,2,0,3,3,192,6,752,0,0
1538573406,Cf5eSj2PmG2sIsanH,0,34073,0,53,0,0,50,6,6,1,0,1,1,73,1,73,0,0
1538573396,CCfc2J1qZaipJY5wcg,0,40290,0,53,0,0,16,2,2,0,0,0,2,134,0,0,0,0
1538573406,CFy5qmOennEpD04Ae,0,37641,0,53,0,0,51,6,6,1,0,1,1,73,1,73,0,0
1538573320,CJzV4IzxniaMhpYvc,0,123,9,123,0,1,52,8,8,1,0,1,10,760,10,760,0,0
1538573387,CByIlk2op29bbSFenf,0,123,10,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573450,Ci0g6tVHp8KEiH92h,0,38430,0,53,0,0,53,6,6,1,0,1,1,73,1,73,0,0
1538573440,Cv8sTE1NsyhPa8tm5b,0,49974,0,53,0,0,54,2,2,0,0,0,2,134,0,0,0,0
1538573450,Ccnss34sFaZqWoH27g,0,39011,0,53,0,0,48,6,6,1,0,1,1,73,1,73,0,0
1538573460,CqpLNv1eEZM6v5Woc4,0,37905,0,53,0,0,55,6,6,1,0,1,1,73,1,73,0,0
1538573450,C5KDvR3jFuSmuwhoT1,0,43264,0,53,0,0,12,2,2,0,0,0,2,134,0,0,0,0
1538573460,CXIDoHUU0o0lEe3K7,0,54594,0,53,0,0,56,6,6,1,0,1,1,73,1,73,0,0
1538573470,CmSj8A2bFGLV905dA9,0,51599,0,53,0,0,57,6,6,1,0,1,1,73,1,73,0,0
1538573460,Cwul7BrcQzdFTxWV4,0,43337,0,53,0,0,58,2,2,0,0,0,2,134,0,0,0,0
1538573470,CcBZ6Iwn2rQGcKjmj,0,44199,0,53,0,0,48,6,6,1,0,1,1,73,1,73,0,0
1538573434,CA3MHg1NVEdkzdzDTe,0,123,9,123,0,1,59,9,9,1,0,1,1,76,1,76,0,0
1538573456,CFDwDE15VacFXqJUZ4,0,123,11,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573517,CBgbNvYpszlCKgkZ1,0,43299,0,53,0,0,60,6,6,1,0,1,1,73,1,73,0,0
1538573507,C9ThJn1cZldrQ1x6df,0,32899,0,53,0,0,61,2,2,0,0,0,2,134,0,0,0,0
1538573517,Ciz0xq1QJzdgl8Q8Zi,0,41654,0,53,0,0,62,6,6,1,0,1,1,73,1,73,0,0
1538573522,CTJAb91mObVBbwxCs3,0,48808,0,53,0,0,0,0,0,0,0,0,1,67,0,0,0,0
1538573517,CamUTn2cWoglzrSXC9,0,45035,0,53,0,0,63,2,5,1,0,1,2,134,1,131,0,0
1538573527,CSBkO42fPtIUxRySXa,0,48435,0,53,0,0,23,2,2,0,0,0,2,134,0,0,0,0
1538573537,CbWjne2jWRpswLvKlc,0,36383,0,53,0,0,64,6,6,1,0,1,1,73,1,73,0,0
1538573537,Cx68Xa37cBeNFoA05k,0,50308,0,53,0,0,65,6,6,1,0,1,1,73,1,73,0,0
1538573547,CTskkn3uZsMmAOIqM4,0,37843,0,53,0,0,66,6,6,1,0,1,1,73,1,73,0,0
1538573537,C1aaxn4YBStBashRBk,0,42684,0,53,0,0,8,2,2,0,0,0,2,134,0,0,0,0
1538573547,CEeQ4T31hvMKD38MR4,0,49434,0,53,0,0,67,6,6,1,0,1,1,73,1,73,0,0
1538573498,CNipWy2S1t2xZHSGKh,0,123,9,123,0,1,68,9,9,1,0,1,1,76,1,76,0,0
1538573527,Ct1LZ53wLvQGtpjHSg,0,123,12,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573584,CkjNPW2InAzxJ3KK35,0,33006,0,53,0,0,69,6,6,1,0,1,1,73,1,73,0,0
1538573574,C96pVT221EMxXBdqG,0,58909,0,53,0,0,70,2,2,0,0,0,2,134,0,0,0,0
1538573584,CFfyfm9BhO2vj0Qgg,0,43322,0,53,0,0,71,6,6,1,0,1,1,73,1,73,0,0
1538573594,CMROQU11TbjXJaZXgc,0,56473,0,53,0,0,72,6,6,1,0,1,1,73,1,73,0,0
1538573584,Cq1tPs1QtW70uTBr7f,0,44452,0,53,0,0,73,2,2,0,0,0,2,134,0,0,0,0
1538573594,COl35D1hNCHb7xz3k,0,51956,0,53,0,0,56,6,6,1,0,1,1,73,1,73,0,0
1538573604,Cnbk6F34uKBT0zXq7k,0,34463,0,53,0,0,47,6,6,1,0,1,1,73,1,73,0,0
1538573594,CESrHp4iVqpsmQV7p9,0,39062,0,53,0,0,8,2,2,0,0,0,2,134,0,0,0,0
1538573604,CvNlxW1p2iBwGYvYBf,0,33767,0,53,0,0,41,6,6,1,0,1,1,73,1,73,0,0
1538573567,CfhuXv3VObNlD0ufN2,0,123,9,123,0,1,74,9,9,1,0,1,1,76,1,76,0,0
1538573576,CrNHD63PwJA0tckktd,0,123,13,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573651,CVQAu41wD11rk6iuV9,0,55032,0,53,0,0,75,6,6,1,0,1,1,73,1,73,0,0
1538573641,CjF0tK3XsG1Xw9X081,0,47244,0,53,0,0,76,2,2,0,0,0,2,134,0,0,0,0
1538573651,CAuin8kU12jGonUva,0,34170,0,53,0,0,77,6,6,1,0,1,1,73,1,73,0,0
1538573656,CDnGij2Gg7XHqw0cve,0,58180,0,53,0,0,41,5,10,1,0,1,1,67,1,67,0,0
1538573651,CWuBpvdd9smfNe09i,0,48129,0,53,0,0,78,2,5,1,0,1,2,134,1,131,0,0
1538573666,Cm3viZ2nY6QlAd5wFf,0,36699,0,53,0,0,79,1,2,0,0,0,2,146,0,0,0,0
1538573656,C0qXRe26lSxmpLUQf,0,40872,0,53,0,0,12,2,2,0,0,0,2,134,0,0,0,0
1538573634,CZXPDj3HiQJ3DDOmr4,0,123,9,123,0,1,80,9,9,1,0,1,1,76,1,76,0,0
1538573642,Cwd9cI2wrcSbEYNDvj,0,123,14,123,0,1,81,10,2,0,0,0,2,152,0,0,0,0
1538573713,CQ6kVpaGUYVZb1sui,0,42969,0,53,0,0,82,5,11,1,0,1,1,67,1,122,0,0
1538573708,CxuBa42KE2DeLL4tl7,0,43361,0,53,0,0,83,2,5,1,0,1,2,134,1,131,0,0
1538573715,CSjgkf3yW6VfSjbBr9,0,35606,0,53,0,0,84,2,2,0,0,0,2,134,0,0,0,0
1538573725,CiRUKfEfbdw0eKgWj,0,48492,0,53,0,0,85,1,2,0,0,0,2,146,0,0,0,0
1538573703,CJRLZ5dDBL7RWasR8,0,123,9,123,0,1,86,9,9,1,0,1,1,76,1,76,0,0
1538573707,CSPNU03osOjlvObhZ1,0,123,15,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573710,CafmrZ1rJm5QqBNdP,0,123,16,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573713,CSiyrz46ro47HMMLnb,0,123,2,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573787,COHpHB24vvBPHuOlEe,0,43918,0,53,0,0,87,6,6,1,0,1,1,73,1,73,0,0
1538573777,CaZIId1DDQP4OrYvNb,0,48634,0,53,0,0,88,2,2,0,0,0,2,134,0,0,0,0
1538573787,CN1RqT3wsGMH6E8Rsj,0,55434,0,53,0,0,48,6,6,1,0,1,1,73,1,73,0,0
1538573797,C6RY91KkWfOQ3d2vd,0,34235,0,53,0,0,89,1,2,0,0,0,2,146,0,0,0,0
1538573787,C58o3Z3tr5yJvF9KFd,0,49015,0,53,0,0,90,2,2,0,0,0,2,134,0,0,0,0
1538573770,CNjowB3toHYFJLykk6,0,123,9,123,0,1,91,9,9,1,0,1,1,76,1,76,0,0
1538573774,CsaAAN3DLY1KQvRrD4,0,123,12,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573776,CRVbug23J5DnVx6iR,0,123,17,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573848,CwZUo61F6T79JlbLB2,0,46475,0,53,0,0,0,0,0,0,0,0,1,67,0,0,0,0
1538573843,C7NTXk4Eja9XkpxJV4,0,59044,0,53,0,0,92,2,5,1,0,1,2,134,1,131,0,0
1538573853,CueyGX3xtt9BqFwWB6,0,53541,0,53,0,0,93,2,2,0,0,0,2,134,0,0,0,0
1538573863,CIooeV2kG9vVgwovcf,0,49844,0,53,0,0,94,1,2,0,0,0,2,146,0,0,0,0
1538573837,CA2b7Y1X12qd3XYxyi,0,123,9,123,0,1,95,9,9,1,0,1,1,76,1,76,0,0
1538573838,Cj92gk3ZxbmU9h5pPc,0,123,18,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573845,COSURa4hN6RvsgO2we,0,123,19,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573853,CgXK25o0wjJ1VI5Gg,0,123,14,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573909,CLVHMF1hwGG9HIRNP5,0,41595,0,53,0,0,96,2,2,0,0,0,2,134,0,0,0,0
1538573919,CTbSmr2UmNeBFDxoBh,0,52403,0,53,0,0,97,1,2,0,0,0,2,146,0,0,0,0
1538573929,Cvqm6P20HVrg28uaJc,0,56590,0,53,0,0,98,5,5,1,0,1,1,67,1,131,0,0
1538573929,CMCrfI2dS67kKtXAWj,0,52487,0,53,0,0,71,5,10,1,0,1,1,67,1,67,0,0
1538573905,CXbIgCSImSyvsHgG9,0,123,9,123,0,1,99,9,9,1,0,1,1,76,1,76,0,0
1538573905,CRdJulwgesEbDHIUe,0,123,20,123,0,1,100,9,9,1,0,1,1,76,1,76,0,0
1538573909,Cd8EQT1K81zzErXjBi,0,123,1,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573929,C821JC4TsWGRXkqBJl,0,123,21,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573981,CHLlke4tnIB7MSPSXk,0,53140,0,53,0,0,101,6,6,1,0,1,1,73,1,73,0,0
1538573971,C2eUFC2mXFoRMgxi0b,0,50501,0,53,0,0,73,2,2,0,0,0,2,134,0,0,0,0
1538573981,Cp9auw4shNMOc1Okak,0,43801,0,53,0,0,102,6,6,1,0,1,1,73,1,73,0,0
1538573986,Cw6o22Khw4UpxEoE,0,33439,0,53,0,0,0,0,0,0,0,0,1,67,0,0,0,0
1538573981,CiAWng6kyDpROuEvf,0,49591,0,53,0,0,103,2,5,1,0,1,2,134,1,131,0,0
1538573972,CDB9Go311pYmutzkGl,0,123,9,123,0,1,104,9,9,1,0,1,1,76,1,76,0,0
1538573976,CK6qSXKoNE3F2dLy8,0,123,22,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573978,C1vq86lcZSuA4lwr6,0,123,23,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538573991,CcMnSa2qT0M9PbzCba,0,123,24,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574047,CCpNGN3tMb0CPx6Zqb,0,47096,0,53,0,0,105,6,6,1,0,1,1,73,1,73,0,0
1538574037,CjAft51Osi66I7d487,0,33535,0,53,0,0,20,2,2,0,0,0,2,134,0,0,0,0
1538574047,CdRY0W3plxRj989Wk8,0,38891,0,53,0,0,56,6,6,1,0,1,1,73,1,73,0,0
1538574047,CA7iXn3OhrV3BLJdL5,0,34140,0,53,0,0,6,2,2,0,0,0,2,134,0,0,0,0
1538574057,CQO35h1J46SpE2Ozyf,0,37672,0,53,0,0,106,6,6,1,0,1,1,73,1,73,0,0
1538574057,CC05Yd43Xj1hErOYMi,0,41685,0,53,0,0,107,6,6,1,0,1,1,73,1,73,0,0
1538574039,CwzjoV1e3MgEDawYW4,0,123,25,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574040,Coth0244SI61LqwOD3,0,123,9,123,0,1,108,9,9,1,0,1,1,76,1,76,0,0
1538574043,Cp0fHl3BJWl7PiVMH8,0,123,26,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574113,C5KT944KawKg9iAZli,0,34822,0,53,0,0,109,6,6,1,0,1,1,73,1,73,0,0
1538574103,Cxj6093TOyu3RZ3iYj,0,55890,0,53,0,0,12,2,2,0,0,0,2,134,0,0,0,0
1538574113,ChQQlq34lpRbURGbDj,0,57694,0,53,0,0,110,6,6,1,0,1,1,73,1,73,0,0
1538574118,CEIGJs4jzkmkASycFc,0,37526,0,53,0,0,0,0,0,0,0,0,1,67,0,0,0,0
1538574113,CE4CTG2oOwt9084Qj,0,47946,0,53,0,0,111,2,5,1,0,1,2,134,1,131,0,0
1538574107,CkWKJ5pvJvvLWLk3a,0,123,9,123,0,1,112,9,9,1,0,1,1,76,1,76,0,0
1538574108,CKYHbe3qxhgfeZnpcl,0,123,27,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574111,CSAex91QSzg6R3Qh47,0,123,28,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574042,CoOKpb87SEE3VdP4k,0,123,29,123,0,1,113,11,12,1,0,1,8,608,8,608,0,0
1538574123,CGLiUyz8gXgogBrw2,0,123,19,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574177,Ck6pFY2eLSIM772vh,0,33978,0,53,0,0,114,6,6,1,0,1,1,73,1,73,0,0
1538574167,CnOsWc2K7eRi5kt2gf,0,43169,0,53,0,0,115,2,2,0,0,0,2,134,0,0,0,0
1538574177,C8SWSZ2iRUxpv1zFrc,0,59756,0,53,0,0,71,6,6,1,0,1,1,73,1,73,0,0
1538574183,CLzxD84bUBa0VesGGl,0,59325,0,53,0,0,0,0,0,0,0,0,1,67,0,0,0,0
1538574178,CDM8im3VXxgWTIUBaj,0,41553,0,53,0,0,116,2,5,1,0,1,2,134,1,131,0,0
1538574174,CVtyA04rGfF8n9f5D,0,123,30,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574174,CiMRJ21cyg6QnGDxid,0,123,9,123,0,1,117,9,9,1,0,1,1,76,1,76,0,0
1538574175,CaDw7r1xrLczpdRbh5,0,123,31,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574180,Chkz9P3181SWM0Vb77,0,123,29,123,0,1,118,9,9,1,0,1,1,76,1,76,0,0
1538574188,CnQZ2s1xkHJlNQVAZa,0,123,23,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574239,CefSOM17tprh7adgu7,0,34346,0,53,0,0,67,5,10,1,0,1,1,67,1,67,0,0
1538574234,CWpf7G12tWhsUqcJR3,0,43272,0,53,0,0,119,2,5,1,0,1,2,134,1,131,0,0
1538574243,C4jEfs2xzRtQOpbUUk,0,47089,0,53,0,0,35,2,2,0,0,0,2,134,0,0,0,0
1538574253,CRtmIVokgw9WPmjt4,0,52298,0,53,0,0,12,1,2,0,0,0,2,146,0,0,0,0
1538574239,CJQOyK3l6Fd2ENdghk,0,123,20,123,0,1,120,9,9,1,0,1,1,76,1,76,0,0
1538574240,CJ3N1L1M8HksbtpwZg,0,123,9,123,0,1,121,9,9,1,0,1,1,76,1,76,0,0
1538574242,COeX371QCHMiPaq3cf,0,123,17,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574243,Cl03Qt4QtQX6IwIzc9,0,123,32,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574174,CCoonc393StmnWVQXa,0,123,33,123,0,1,122,11,12,1,0,1,8,608,8,608,0,0
1538574249,CYcmO54Cu7ei2u783f,0,123,29,123,0,1,123,9,9,1,0,1,1,76,1,76,0,0
1538574307,CdGXuE4QUhNDjxE2G1,0,43417,0,53,0,0,12,2,2,0,0,0,2,134,0,0,0,0
1538574317,Cj59T33jNpGvgVXfmj,0,50050,0,53,0,0,124,1,2,0,0,0,2,146,0,0,0,0
1538574332,CH23Mk4YYJG8WJ5tHa,0,57401,0,53,0,0,0,0,0,0,0,0,1,67,0,0,0,0
1538574327,CfyGLmo7NRpcaSZD,0,54107,0,53,0,0,125,2,5,1,0,1,2,134,1,131,0,0
1538574300,C1GUPC2oMd4mCClFD8,0,123,34,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574308,CNQgIk4mAYcgOX92K1,0,123,9,123,0,1,126,9,9,1,0,1,1,76,1,76,0,0
1538574309,CiNPSn2k58g0usaEB8,0,123,33,123,0,1,127,9,9,1,0,1,1,76,1,76,0,0
1538574310,CXxAGv4wuGyQTPgLia,0,123,14,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574315,CtRLt981fPIloQVD4,0,123,29,123,0,1,128,9,9,1,0,1,1,76,1,76,0,0
1538574371,CIntzQ1sgz5vy0ba9d,0,43095,0,53,0,0,23,2,2,0,0,0,2,134,0,0,0,0
1538574381,Cx0I2u3LjstAQVKswc,0,60520,0,53,0,0,129,6,13,1,0,1,1,73,1,148,0,0
1538574381,C9gTxi4Hehuy0Vryj9,0,53125,0,53,0,0,48,6,6,1,0,1,1,73,1,73,0,0
1538574337,C16cl54RAH0Q9njbff,0,123,12,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574365,CPUHUS2MaZ9KOvTVG9,0,123,35,123,0,1,130,9,9,1,0,1,1,76,1,76,0,0
1538574376,COjZta1NRHU0U4robe,0,123,9,123,0,1,131,9,9,1,0,1,1,76,1,76,0,0
1538574377,CeIxNx1BiFfVE69IT8,0,123,33,123,0,1,132,9,9,1,0,1,1,76,1,76,0,0
1538574379,Cy0ytwnic9U7FqZN,0,123,1,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574384,CSjvJCzwZ5aseXOyl,0,123,29,123,0,1,133,9,9,1,0,1,1,76,1,76,0,0
1538574435,C5bQpkXhTmSHv55pl,0,58417,0,53,0,0,134,5,5,1,0,1,1,67,1,131,0,0
1538574435,CEO1Ah4cPgJSIQv0P1,0,39348,0,53,0,0,0,0,0,0,0,0,1,67,0,0,0,0
1538574440,CwvRe64FHjQyz7yEQ5,0,60770,0,53,0,0,135,2,2,0,0,0,2,134,0,0,0,0
1538574450,CBbHVB2oOyoGkDzq4a,0,56726,0,53,0,0,136,6,6,1,0,1,1,73,1,73,0,0
1538574450,CPaszNUxiKxs0RSAa,0,33752,0,53,0,0,41,6,6,1,0,1,1,73,1,73,0,0
1538574431,CgDUOE4A4n5J6gBBel,0,123,36,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574440,CAOU6g4VJuV8HNxWTd,0,123,2,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574445,CVbUja40aweqHtM81c,0,123,9,123,0,1,137,9,9,1,0,1,1,76,1,76,0,0
1538574445,COR3Ze1U19DtpY880k,0,123,19,123,0,1,0,0,0,0,0,0,1,76,0,0,0,0
1538574446,CkrIcy3EZrpALM8Thc,0,123,33,123,0,1,138,9,9,1,0,1,1,76,1,76,0,0
1538574378,CtWQnh4eL8Pl2mdQ5l,0,123,5,123,0,1,139,11,12,1,0,1,8,608,8,608,0,0
1538574453,CHNyLo7yW1iSCz8Za,0,123,29,123,0,1,140,9,9,1,0,1,1,76,1,76,0,0
1538574498,CSv0202Y16XqaJHja8,0,55921,0,53,0,0,141,2,2,0,0,0,2,134,0,0,0,0
