ts,uid,id.orig_h,id.resp_h,id.resp_p,service,duration,orig_bytes,resp_bytes,resp_pkts,resp_ip_bytes
1538479468,CN8LGB1ShW9mkUsMU,0,0,53,0,0.000499,45,45,1,73
1538479489,CKftB2WJsiwBhUmLc,0,0,53,0,5.030111,78,103,1,131
1538479499,CcSCJi1acYUwZ6I4N3,0,0,53,0,5.005386,78,0,0,0
1538479509,Cyw0Xm15xmMDBdjpOa,0,0,53,0,0.018986,45,45,1,73
1538479524,CCduSxNAL9qNtbOTk,0,0,53,0,0.132918,45,45,1,73
1538479514,CUTfmA3b62FbMaxL55,0,0,53,0,5.005146,78,0,0,0
1538479524,CqpIEG1HxhzPfvp1lg,0,0,53,0,0.043974,45,45,1,73
1538479534,CavEO04Sb7tMRYPuv2,0,0,53,0,0.019481,45,45,1,73
1538479524,CLXht23QUCCbdtt1Vb,0,0,53,0,5.005158,78,0,0,0
1538479534,CEvXhA1KYNLErnfr4b,0,0,53,0,0.075702,45,45,1,73
1538479556,CkHG7h1QXcyrCW6q34,0,0,53,0,0.105439,39,103,1,131
1538479571,Cxb6bh1Num8DOwLBCj,0,0,53,0,0.001495,45,45,1,73
1538479561,CTwI481AQGoNBNUQH2,0,0,53,0,5.005388,78,0,0,0
1538479571,CHhKuP2iyxSjCYb8w9,0,0,53,0,0.0005,45,45,1,73
1538479581,C6I6s934fnOiYJyku,0,0,53,0,0.024735,45,45,1,73
1538479571,C64qbE2MKXcPrKOun7,0,0,53,0,5.005393,78,0,0,0
1538479581,CO00b129ezZBPexN0j,0,0,53,0,0.033483,45,45,1,73
1538479623,CJsQdDj7xRH8cU3Hf,0,0,53,0,5.005145,78,0,0,0
1538479633,CnOEuH1bAye8FocA1,0,0,53,0,0.000749,45,45,1,73
1538479633,Ce1zGT2vLi2vyMYSO4,0,0,53,0,0.00075,45,45,1,73
1538479643,C7RKYG2IFLRgskBRb3,0,0,53,0,0.000745,45,45,1,73
1538479633,CXD733ejM6ylgA9U5,0,0,53,0,5.005148,78,0,0,0
1538479643,CbrgBd3tulViqbEufj,0,0,53,0,0.000501,45,45,1,73
1538479620,C5p2Hw4rYVRt4i0MXh,0,5,123,1,0.002496,48,48,1,76
1538479688,C8uPFu4XyK5ybmNXib,0,0,53,0,0.032729,39,103,1,131
1538479703,Cz1j6x472B5wSXXK,0,0,53,0,0.000495,45,45,1,73
1538479693,CWSFRh3GLsFFGLzXe9,0,0,53,0,5.005147,78,0,0,0
1538479703,CTAAGj4QFl7jgSQEo1,0,0,53,0,0.000499,45,45,1,73
1538479690,CLPSct4PRk6FFz3gc6,0,6,123,1,3.008529,96,0,0,0
1538479766,CUVK302glVMFp87ho9,0,0,53,0,0.000747,45,45,1,73
1538479756,CrDNxc2Ams3bWMQwAc,0,0,53,0,5.00515,78,0,0,0
1538479766,CAkw9nj8UeD8YxVm1,0,0,53,0,0.0005,45,45,1,73
1538479766,CJdcfr3uNxCCq7b9ag,0,0,53,0,0.189394,39,103,1,131
1538479821,CNp5e5EKQvPDy4gDh,0,0,53,0,0.082704,39,103,1,131
1538479836,CWuHBw1cgdNKQRwmql,0,0,53,0,0.000747,45,45,1,73
1538479826,CiCbbm2qYi2LUvrdW8,0,0,53,0,5.004893,78,0,0,0
1538479851,Cmy4uV3eftXdIfnpz5,0,0,53,0,0.000732,45,45,1,73
1538479841,CjsrlG4zh3v8mGk3G3,0,0,53,0,5.005149,78,0,0,0
1538479851,Cute1H35UE7YrlEm0g,0,0,53,0,0.00075,45,45,1,73
1538479889,CMm1XH2hSRZC0d0hW,0,0,53,0,5.032864,78,103,1,131
1538479899,CYgCI335l76p73eYDa,0,0,53,0,5.066107,78,103,1,131
1538479822,CX7IbM2dnSxRNTvned,0,4,123,1,53.000004,480,480,10,760
1538479823,CYyVM34Rj7uEZKd9Kc,0,7,123,1,52.003324,480,480,10,760
1538479909,C9flv0355tBpbpROU4,0,8,123,1,0.003487,48,48,1,76
1538479937,CIsEjw4sVjG8icYLH8,0,7,123,1,0.005986,48,48,1,76
1538479937,CqzVTF2r9mpONPK2mc,0,4,123,1,0.002749,48,48,1,76
1538479955,CFhbw64rN6BnI33gPk,0,9,123,1,5.047619,96,48,1,76
1538480021,CUjBs71qArNwbazbF6,0,0,53,0,5.055613,78,103,1,131
1538480031,CF8WjCpmYaIT5odC8,0,0,53,0,5.005145,78,0,0,0
1538480041,Cf5k9IvheWiHGJ9oi,0,0,53,0,0.000746,45,45,1,73
1538480041,C0VdHWtSrUpAOO8uc,0,0,53,0,0.000499,45,45,1,73
1538480001,CkfP3S2sGUBwXxFLG9,0,7,123,1,0.006244,48,48,1,76
1538480001,CkSve63xacvWRSZJb4,0,4,123,1,0.003,48,48,1,76
1538479954,CFxcqwQKKWUQMjnpb,0,10,123,1,72.043403,384,384,8,608
1538480027,CIzl2M2RVS1e05rps7,0,11,123,1,0.002496,48,48,1,76
1538480088,CR2CeREdI2CFPhjz9,0,0,53,0,5.039627,78,103,1,131
1538480069,CEQMHu2E8hpByB7MN6,0,4,123,1,0.009495,48,48,1,76
1538480070,C7dMZz2NG72UHEkqAi,0,7,123,1,0.025988,48,48,1,76
1538480026,CTqwDN2E1xgzoq3Fgl,0,9,123,1,66.986541,336,336,7,532
1538480095,CcU3Ql2lGY0j4LoAI5,0,10,123,1,0.145424,48,48,1,76
1538480138,CIWVve3JNmDvSXlCO8,0,7,123,1,0.005996,48,48,1,76
1538480138,CaKfSq50s3gL6BAuf,0,4,123,1,0.002998,48,48,1,76
1538480089,CXgdFi1GiUeUnZ4UZ3,0,5,123,1,67.005036,384,384,8,608
1538480088,CfHhHy2HYGXQ6aJGKd,0,12,123,1,69.018132,384,384,8,608
1538480160,CeB43Ftu5u1riuL04,0,9,123,1,0.02948,48,48,1,76
1538480161,CXrBGD3LNCxE9kcIsa,0,10,123,1,0.007745,48,48,1,76
1538480207,Cdw95W2zWDyhobnMCi,0,7,123,1,0.054227,48,48,1,76
1538480207,C9HViL2B0ghCJFMrjf,0,4,123,1,0.053971,48,48,1,76
1538480223,CceQbB2GxhbrL4iL51,0,12,123,1,0.005491,48,48,1,76
1538480224,Cl35Yf3wOWaaMXxr9c,0,5,123,1,0.002243,48,48,1,76
1538480228,CESsof3TbQBDaKwz4b,0,9,123,1,0.050721,48,48,1,76
1538480228,C0bDMs2A0FNTPdix52,0,10,123,1,0.025485,48,48,1,76
1538480274,CQYDZC12TD2hOpWN5h,0,4,123,1,0.003244,48,48,1,76
1538480275,C92RGE4CBQ0rxsWZd,0,7,123,1,0.005995,48,48,1,76
1538480292,C8h6uOrPcZe6DHZah,0,5,123,1,0.059464,48,48,1,76
1538480292,CPDNn71jUFR47x2NW9,0,12,123,1,0.061211,48,48,1,76
1538480296,C8pHWZ12EASz3D7Wl,0,9,123,1,0.034231,48,48,1,76
1538480297,CJnSrl3N6TxIC4xmdj,0,10,123,1,0.060214,48,48,1,76
1538480341,CMFwnq1X7IT0g3QOF1,0,4,123,1,0.035224,48,48,1,76
1538480342,C4HcJt1ee02Uraafe3,0,7,123,1,0.14042,48,48,1,76
1538480359,CAG1jMjKQupyJLJzd,0,12,123,1,0.061742,48,48,1,76
1538480360,CUlfm04eNJoA4vAlRi,0,5,123,1,0.002249,48,48,1,76
1538480363,CNJeAlaQ1VQK3oE3i,0,9,123,1,0.037725,48,48,1,76
1538480364,CNSt0DqOShTDpG8g,0,10,123,1,0.029982,48,48,1,76
1538480409,C0fEEv3CSqRwTe4Yx7,0,7,123,1,0.006494,48,48,1,76
1538480409,CJwx2x2iPPP4ys5sGg,0,4,123,1,0.002999,48,48,1,76
1538480425,C3rc4R1DGLZ7rYCSC1,0,12,123,1,0.005741,48,48,1,76
1538480427,CTulN449k18qQz0zai,0,5,123,1,0.002247,48,48,1,76
1538480430,CcWhFj2V1p4mVo9XH,0,9,123,1,0.034737,48,48,1,76
1538480433,CKUYTo3LV8ywAaM9Uj,0,10,123,1,0.008478,48,48,1,76
1538480475,CFcCCb3XgZoST8vXt7,0,4,123,1,0.002496,48,48,1,76
1538480478,CB10vN2Bw4ESQnnoe5,0,7,123,1,0.227117,48,48,1,76
1538480491,CV9uor4VDq1Zw8XjE5,0,12,123,1,0.038727,48,48,1,76
1538480494,CsKfwY17wGZ7dUtdha,0,5,123,1,0.117701,48,48,1,76
1538480498,CiR5Se1KJhA4StZEyi,0,9,123,1,0.123435,48,48,1,76
1538480499,CcfnEgsxoByrADvaj,0,10,123,1,0.007728,48,48,1,76
1538480544,ClBZRhnEnh2cg3CZh,0,7,123,1,0.006993,48,48,1,76
1538480544,CDQOQA1VfaFSyUFokd,0,4,123,1,0.003748,48,48,1,76
1538480558,CGKCUt7jGB6d7id2g,0,12,123,1,0.011742,48,48,1,76
1538480561,Ca9SfM3mMNvJbfnz1g,0,5,123,1,0.05272,48,48,1,76
1538480565,CoIDXk4AX1bKyJILRa,0,9,123,1,0.041722,48,48,1,76
1538480565,Chk5bs3kjVG7nejsa6,0,10,123,1,0.009246,48,48,1,76
1538480612,CTGnTJ4zv37fzFNr8,0,7,123,1,0.006745,48,48,1,76
1538480613,COynWF2x1qfsEmDhUi,0,4,123,1,0.002747,48,48,1,76
1538480627,CMQnH82TlJLI5Un7y6,0,5,123,1,0.002748,48,48,1,76
1538480627,CaYdrM30i0F61oFQnc,0,12,123,1,0.005997,48,48,1,76
1538480632,CxLbK33lOQW8X0pdIk,0,9,123,1,0.027484,48,48,1,76
1538480633,C1miSjoSrYHklfaji,0,10,123,1,0.008494,48,48,1,76
1538480678,CjmGoa2FvrChQna6K3,0,7,123,1,0.005745,48,48,1,76
1538480680,CdeiTe4IIXyZPlvRkk,0,4,123,1,0.005496,48,48,1,76
1538480695,CJ7ZiVPzEr44WkyJi,0,12,123,1,0.005746,48,48,1,76
1538480696,CQyyyXRGXG1YDoSs9,0,5,123,1,0.002494,48,48,1,76
1538480699,CtSQue2BsqgnRub9ml,0,10,123,1,0.047224,48,48,1,76
1538480701,CyVmQ94JhyLBFKfKzi,0,9,123,1,0.048223,48,48,1,76
1538480745,CCcLpu4l92mJ0A2eB,0,7,123,1,0.005986,48,48,1,76
1538480748,CNLwOd4N6EbhC3xW67,0,4,123,1,0.002747,48,48,1,76
1538480761,CcMEmn2gQUP9YGTYpl,0,12,123,1,0.084949,48,48,1,76
1538480764,Cxija51OcBu9eUhnG2,0,5,123,1,0.002498,48,48,1,76
1538480768,CyBBoG4bbg2ijPeD8d,0,10,123,1,0.025233,48,48,1,76
1538480770,CValEo4kjrgQkMszF5,0,9,123,1,0.030732,48,48,1,76
1538480811,CZWnqz1YErmIHkaxe8,0,7,123,1,0.008242,48,48,1,76
1538480816,ClCR5q3WtgG0Iyvk5,0,4,123,1,0.002489,48,48,1,76
1538480830,CnqYqq2CAh97Hpz5Ia,0,12,123,1,0.005743,48,48,1,76
1538480832,CU28at1G2qLC003aF7,0,5,123,1,0.10769,48,48,1,76
1538480836,C6xzRy3JHj0PVwbH49,0,9,123,1,0.058233,48,48,1,76
1538480837,CdPG622gniZsyAZUt8,0,10,123,1,0.007732,48,48,1,76
1538480877,C2EX222IzHM4vCtHoi,0,7,123,1,0.046475,48,48,1,76
1538480884,CPdku52dGQarWViQug,0,4,123,1,0.003011,48,48,1,76
1538480897,COQz6Y30VVQEy551Xl,0,12,123,1,0.031982,48,48,1,76
1538480899,CDiZgL2ckOH6lv0xaf,0,5,123,1,0.002482,48,48,1,76
1538480905,CdEyz385asOdJhDod,0,9,123,1,0.033721,48,48,1,76
1538480905,CEr7BB2LldCSIrwQ55,0,10,123,1,0.008759,48,48,1,76
1538480943,CacSh14eItXj6b5Gq6,0,7,123,1,0.026236,48,48,1,76
1538480951,CA39Cv3v1wTCxt4bUf,0,4,123,1,0.002746,48,48,1,76
1538480963,CxN7AI2mO0K1AdbO05,0,12,123,1,0.005737,48,48,1,76
1538480968,CeSRdO2ZNPxyhmXY95,0,5,123,1,0.002481,48,48,1,76
1538480971,CSPO9825XX0aS3Y235,0,9,123,1,0.117418,48,48,1,76
1538480973,C6pMGE4It6Jisshcch,0,10,123,1,0.01026,48,48,1,76
1538481010,CtZcx33hGUhBcqLSm7,0,7,123,1,0.005744,48,48,1,76
1538481018,CR59Uq1evxONH5QOmb,0,4,123,1,0.002497,48,48,1,76
1538481031,C6ZTLt1rzRna4Stpok,0,12,123,1,0.005996,48,48,1,76
1538481035,CT71us21GV35rAbVo2,0,5,123,1,0.140423,48,48,1,76
1538481039,CpskcQ3CAV8cJdJ3ah,0,9,123,1,0.051471,48,48,1,76
1538481041,C1o22OleeNgbiR3pd,0,10,123,1,0.007744,48,48,1,76
1538481079,C44ArX2MXcsOhw3yql,0,7,123,1,0.019738,48,48,1,76
1538481087,CxLfsj3xpOOVzmLkP8,0,4,123,1,0.002498,48,48,1,76
1538481100,Cc68GL30L6SrIjxLkb,0,12,123,1,0.005746,48,48,1,76
1538481101,CJQbDx3hmd5eW77W7a,0,5,123,1,0.002494,48,48,1,76
1538481105,CJoQOC3AeErxX1Z3Na,0,9,123,1,0.205631,48,48,1,76
1538481107,CdVnSj1UcUoafjNJgh,0,10,123,1,0.007993,48,48,1,76
1538481147,CBS8ZR1FUX9YB98Fw7,0,7,123,1,0.006245,48,48,1,76
1538481154,CllPsB1g9zVxw9cWQg,0,4,123,1,0.111686,48,48,1,76
1538481167,CtJunC150RDTSvQMnh,0,12,123,1,0.005745,48,48,1,76
1538481168,CEK2nC9lAFFgxaMLe,0,5,123,1,0.097946,48,48,1,76
1538481171,C9a66i4qIFd7dQyuN1,0,9,123,1,0.119692,48,48,1,76
1538481175,CRMCvS2M4u11zUS6rj,0,10,123,1,0.007995,48,48,1,76
1538481215,C6ewEN3CuCGj1AiTg7,0,7,123,1,0.062214,48,48,1,76
1538481222,CIxWWg2qW6urWeGnV8,0,4,123,1,0.003745,48,48,1,76
1538481233,CfN2xe2ncYZvlba5q2,0,12,123,1,0.186896,48,48,1,76
1538481236,C4UjNZ1kZ88OtJAFf6,0,5,123,1,0.002494,48,48,1,76
1538481239,CXnxpr2AjCzZYctYW8,0,9,123,1,0.087952,48,48,1,76
1538481244,CerzVE4hoxhIMlvrz6,0,10,123,1,0.007995,48,48,1,76
1538481283,CrK5kL3MvEZIZTpBLc,0,7,123,1,0.005495,48,48,1,76
1538481290,CJYjU5h86suYEs7g3,0,4,123,1,0.028737,48,48,1,76
1538481302,CayTdv3KLrkxxWBa7f,0,12,123,1,0.072208,48,48,1,76
1538481303,CRAg1s3I89E8G5fe32,0,5,123,1,0.002482,48,48,1,76
1538481308,CishHs2wsT1fERCJxc,0,9,123,1,0.049477,48,48,1,76
1538481313,CslpYI1XJOc4ow4My6,0,10,123,1,0.019243,48,48,1,76
1538481386,Cs2uux2Y3UfNwPD9Yd,1,13,5355,0,0.45399,45,90,2,146
1538481350,CywDvM2gAo9Sgf3KE1,0,7,123,1,0.050485,48,48,1,76
1538481359,CIOOLMqjeUbd59cuk,0,4,123,1,0.002732,48,48,1,76
1538481371,CY3O7o1kxICfYAdNnb,0,5,123,1,0.002737,48,48,1,76
1538481371,C6bnUw3OjyJESH4rAj,0,12,123,1,0.006246,48,48,1,76
1538481375,CX1JYO2A40FMvXc7s4,0,9,123,1,0.050727,48,48,1,76
1538481379,Cv7XOoVlLvTbmroCd,0,10,123,1,0.008478,48,48,1,76
1538481419,CHpAxw3Im2hBNi9Dif,0,7,123,1,0.005732,48,48,1,76
1538481426,CSEqRud9y1Ud8FU2k,0,4,123,1,0.005495,48,48,1,76
1538481438,CJSHK02z3L8h1duTtc,0,5,123,1,0.002494,48,48,1,76
1538481440,CCvPS91DgVBru6hRta,0,12,123,1,0.005744,48,48,1,76
1538481441,CRxaez467WeS3xABie,0,9,123,1,0.034715,48,48,1,76
1538481447,CXqGJu1jcEEbJ4kn51,0,10,123,1,0.02773,48,48,1,76
1538481486,CXyfbsHvgDsMmNnvc,0,7,123,1,0.005745,48,48,1,76
1538481494,CYJ0AUGMLCi1sApH2,0,4,123,1,0.002744,48,48,1,76
1538481505,CHwNuP2Yl3BYyDuAb7,0,5,123,1,0.049473,48,48,1,76
1538481508,CXUZwK2wHuI0LFYJyh,0,9,123,1,0.060462,48,48,1,76
1538481509,CQKkOw1kPx0uuV196a,0,12,123,1,0.005746,48,48,1,76
1538481513,CbCElW1zYw4ZZHowE1,0,10,123,1,0.068961,48,48,1,76
1538481553,COVkIF1uxOkrsLwKgh,0,7,123,1,0.019234,48,48,1,76
1538481560,CU7SI23MPgG9UIrIRh,0,4,123,1,0.002995,48,48,1,76
1538481573,CFF77b2EE8VkqGgtx6,0,5,123,1,0.002497,48,48,1,76
1538481576,Cy4rt02g0wIsAtfah8,0,12,123,1,0.005997,48,48,1,76
1538481576,Ckwaum2kRzVy8jjrK2,0,9,123,1,0.076457,48,48,1,76
1538481581,CtYigy3ol3wdtowI9f,0,10,123,1,0.082702,48,48,1,76
1538481621,CjWodMVFj4w84MI42,0,7,123,1,0.005746,48,48,1,76
1538481628,CMjUen8UJTnWGVtlg,0,4,123,1,0.003495,48,48,1,76
1538481642,CUGYlk1hjOXDeOv86f,0,5,123,1,0.002246,48,48,1,76
1538481643,CL2VWy1QDRspv563b8,0,9,123,1,0.039976,48,48,1,76
1538481645,CBU3Wq1wGNyFOImQT4,0,12,123,1,0.005995,48,48,1,76
1538481648,CrBftc13NAhrKaCSdg,0,10,123,1,0.007994,48,48,1,76
1538481689,CqUyIiyl8S4Ro3a5c,0,7,123,1,0.022735,48,48,1,76
1538481694,CeM7Uv1l4JMe2z33h3,0,4,123,1,0.002497,48,48,1,76
1538481710,CysP2k4uBF5QzW1SUe,0,9,123,1,0.045226,48,48,1,76
1538481711,CytdEG23VMRETdeNhj,0,5,123,1,0.04897,48,48,1,76
1538481712,CwtaopLnbOUhxR2v6,0,12,123,1,0.005746,48,48,1,76
1538481716,CU7epV3Brha7K5y5bf,0,10,123,1,0.007991,48,48,1,76
1538481755,CuvdXS29vJVbZ3EjTh,0,7,123,1,0.005745,48,48,1,76
