Duration,Protocol Type,Service,Flag,Src Bytes,Dst Bytes,Land,Wrong Fragment,Urgent,Hot,Num Failed Logins,Logged In,Num Compromised,Root Shell,Su Attempted,Num Root,Num File Creations,Num Shells,Num Access Files,Num Outbound Cmds,Is Hot Logins,Is Guest Login,Count,Srv Count, Serror Rate,Srv Serror Rate,Rerror Rate,Srv Rerror Rate,Same Srv Rate,Diff Srv Rate,Srv Diff Host Rate,Dst Host Count,Dst Host Srv Count,Dst Host Same Srv Rate,Dst Host Diff Srv Rate,Dst Host Same Src Port Rate,Dst Host Srv Diff Host Rate,Dst Host Serror Rate,Dst Host Srv Serror Rate,Dst Host Rerror Rate,Dst Host Srv Rerror Rate,Class,Difficulty Level,Class_Bin
1,0,3,0,5959,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,72,187,0.89,0.06,0.01,0.01,0.0,0.0,0.0,0.01,0,21,0
0,0,0,0,151,9485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,235,405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,227,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,21,0
0,1,4,0,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,279,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,17,0
0,1,4,0,53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0,17,0
1,0,6,0,24,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.0,0.0,0.75,0.5,0.5,0.75,0.5,54,87,0.35,0.09,0.02,0.02,0.0,0.0,0.87,0.69,2,8,1
0,0,1,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,73,0.03,0.09,0.03,0.04,0.0,0.01,0.0,0.0,0,21,0
0,0,1,0,44748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114,27,0.14,0.04,0.14,0.07,0.0,0.0,0.01,0.0,0,20,0
0,1,2,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,170,0.0,0.0,0.0,0.0,0.99,0.02,0.01,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0,18,0
0,0,0,0,286,38519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64,244,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,304,2178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,304,3384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,211,733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,34,0.0,0.0,0.0,0.0,1.0,0.0,0.06,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0.0,0.0,0.0,0.0,0.91,0.09,0.0,255,21,0.08,0.58,0.95,0.0,0.01,0.0,0.03,0.0,0,7,0
0,0,3,0,0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,249,186,0.73,0.02,0.0,0.01,0.0,0.0,0.01,0.01,0,18,0
0,0,0,0,310,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,13,0.0,0.0,0.0,0.0,1.0,0.0,0.23,72,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,198,557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,223,1918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,1,4,0,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0,17,0
0,0,0,0,328,486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,255,1.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,158,1623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,60,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0,21,0
0,0,6,0,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,110,0.43,0.02,0.0,0.0,0.0,0.0,0.01,0.03,3,11,1
0,0,0,0,300,1543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,19,0.0,0.0,0.0,0.0,1.0,0.0,0.16,190,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,236,1212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,228,45699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,215,10587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,1,2,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,164,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,18,0
0,0,0,0,229,2645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,0.0,0.0,0.0,0.0,1.0,0.0,0.19,1,255,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0,21,0
0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0.0,0.0,0.0,0.0,0.05,0.41,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0,4,0
0,0,3,0,814,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,169,0.47,0.07,0.01,0.02,0.0,0.01,0.04,0.06,0,21,0
0,0,1,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119,12,0.1,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,290,1370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,278,3496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,255,1.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0,21,0
0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,14,1.0,1.0,0.0,0.0,0.09,0.08,0.0,255,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,21,1
0,0,0,0,359,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,2,255,1.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,287,347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,253,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,271,11377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,1,2,0,44,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,228,0.89,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0,18,0
0,0,0,0,197,22935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,36,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,304,1042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0,21,0
0,0,0,0,295,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,18,0.0,0.0,0.0,0.0,1.0,0.0,0.22,160,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0,21,0
0,2,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,69,0.27,0.02,0.27,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,278,2494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,110,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,250,3765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,3,0,0,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76,84,0.82,0.07,0.01,0.02,0.0,0.0,0.0,0.0,0,21,0
0,2,8,0,40008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0
0,0,0,0,223,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,10,231,1.0,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0,21,0
0,1,4,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0,17,0
0,0,0,0,165,7764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15,0.0,0.0,0.0,0.0,1.0,0.0,0.13,2,255,1.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,293,7266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,21,0
0,0,3,0,1224,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30,177,0.77,0.13,0.03,0.01,0.0,0.0,0.0,0.05,0,21,0
2,0,9,0,35,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148,4,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0,20,0
0,0,0,0,338,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,23,0.0,0.0,0.0,0.0,1.0,0.0,0.13,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,3,0,1215,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,113,51,0.45,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,253,12247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0.0,0.0,0.0,0.0,1.0,0.0,0.21,9,249,1.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,255,1439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,18,0.0,0.0,0.0,0.0,1.0,0.0,0.11,199,229,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,318,7918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,241,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,211,4963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,157,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,222,809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,1,4,0,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0,17,0
0,0,0,0,286,1769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,29,0.0,0.0,0.0,0.0,1.0,0.0,0.07,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,1,2,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,255,249,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0,21,0
283,0,10,0,156,593,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,85,0.33,0.03,0.0,0.0,0.02,0.0,0.01,0.0,4,13,1
0,0,0,0,258,5579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,21,0
0,0,0,0,317,7525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0
0,2,8,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,290,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,20,1
0,0,1,0,93238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,52,0.2,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0,20,0
1,0,3,0,1141,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,36,0.14,0.02,0.0,0.0,0.01,0.0,0.75,0.0,0,18,0
