ts,uid,duration,orig_bytes,resp_bytes,conn_state,history,orig_pkts,resp_pkts
1538573406,Cf5eSj2PmG2sIsanH,0.000496,45,45,0,0,1,1
1538573396,CCfc2J1qZaipJY5wcg,5.005151,78,0,1,1,2,0
1538573406,CFy5qmOennEpD04Ae,0.000501,45,45,0,0,1,1
1538573320,CJzV4IzxniaMhpYvc,52.027584,480,480,0,0,10,10
1538573450,Ci0g6tVHp8KEiH92h,0.000739,45,45,0,0,1,1
1538573440,Cv8sTE1NsyhPa8tm5b,5.005399,78,0,1,1,2,0
1538573450,Ccnss34sFaZqWoH27g,0.00075,45,45,0,0,1,1
1538573460,CqpLNv1eEZM6v5Woc4,0.00049,45,45,0,0,1,1
1538573450,C5KDvR3jFuSmuwhoT1,5.00515,78,0,1,1,2,0
1538573460,CXIDoHUU0o0lEe3K7,0.000499,45,45,0,0,1,1
1538573470,CmSj8A2bFGLV905dA9,0.000494,45,45,0,0,1,1
1538573460,Cwul7BrcQzdFTxWV4,5.005158,78,0,1,1,2,0
1538573470,CcBZ6Iwn2rQGcKjmj,0.00075,45,45,0,0,1,1
1538573434,CA3MHg1NVEdkzdzDTe,0.0772,48,48,0,0,1,1
1538573517,CBgbNvYpszlCKgkZ1,0.036978,45,45,0,0,1,1
1538573507,C9ThJn1cZldrQ1x6df,5.005159,78,0,1,1,2,0
1538573517,Ciz0xq1QJzdgl8Q8Zi,0.091699,45,45,0,0,1,1
1538573517,CamUTn2cWoglzrSXC9,5.151075,78,103,0,0,2,1
1538573527,CSBkO42fPtIUxRySXa,5.005149,78,0,1,1,2,0
1538573537,CbWjne2jWRpswLvKlc,0.013492,45,45,0,0,1,1
1538573537,Cx68Xa37cBeNFoA05k,0.005248,45,45,0,0,1,1
1538573547,CTskkn3uZsMmAOIqM4,0.000737,45,45,0,0,1,1
1538573537,C1aaxn4YBStBashRBk,5.005157,78,0,1,1,2,0
1538573547,CEeQ4T31hvMKD38MR4,0.000751,45,45,0,0,1,1
1538573498,CNipWy2S1t2xZHSGKh,0.04046,48,48,0,0,1,1
1538573584,CkjNPW2InAzxJ3KK35,0.000489,45,45,0,0,1,1
1538573574,C96pVT221EMxXBdqG,5.00514,78,0,1,1,2,0
1538573584,CFfyfm9BhO2vj0Qgg,0.0005,45,45,0,0,1,1
1538573594,CMROQU11TbjXJaZXgc,0.000482,45,45,0,0,1,1
1538573584,Cq1tPs1QtW70uTBr7f,5.005153,78,0,1,1,2,0
1538573594,COl35D1hNCHb7xz3k,0.000499,45,45,0,0,1,1
1538573604,Cnbk6F34uKBT0zXq7k,0.000746,45,45,0,0,1,1
1538573594,CESrHp4iVqpsmQV7p9,5.005157,78,0,1,1,2,0
1538573604,CvNlxW1p2iBwGYvYBf,0.000749,45,45,0,0,1,1
1538573567,CfhuXv3VObNlD0ufN2,0.03896,48,48,0,0,1,1
1538573651,CVQAu41wD11rk6iuV9,0.11469,45,45,0,0,1,1
1538573641,CjF0tK3XsG1Xw9X081,5.004651,78,0,1,1,2,0
1538573651,CAuin8kU12jGonUva,0.015242,45,45,0,0,1,1
1538573656,CDnGij2Gg7XHqw0cve,0.000749,39,39,0,0,1,1
1538573651,CWuBpvdd9smfNe09i,5.037882,78,103,0,0,2,1
1538573666,Cm3viZ2nY6QlAd5wFf,5.004898,90,0,1,1,2,0
1538573656,C0qXRe26lSxmpLUQf,5.00515,78,0,1,1,2,0
1538573634,CZXPDj3HiQJ3DDOmr4,0.039221,48,48,0,0,1,1
1538573642,Cwd9cI2wrcSbEYNDvj,14.182415,96,0,1,1,2,0
1538573713,CQ6kVpaGUYVZb1sui,0.066959,39,94,0,0,1,1
1538573708,CxuBa42KE2DeLL4tl7,5.098345,78,103,0,0,2,1
1538573715,CSjgkf3yW6VfSjbBr9,5.003147,78,0,1,1,2,0
1538573725,CiRUKfEfbdw0eKgWj,5.003649,90,0,1,1,2,0
1538573703,CJRLZ5dDBL7RWasR8,0.078452,48,48,0,0,1,1
1538573787,COHpHB24vvBPHuOlEe,0.000742,45,45,0,0,1,1
1538573777,CaZIId1DDQP4OrYvNb,5.007146,78,0,1,1,2,0
1538573787,CN1RqT3wsGMH6E8Rsj,0.00075,45,45,0,0,1,1
1538573797,C6RY91KkWfOQ3d2vd,5.006143,90,0,1,1,2,0
1538573787,C58o3Z3tr5yJvF9KFd,5.002157,78,0,1,1,2,0
1538573770,CNjowB3toHYFJLykk6,0.039227,48,48,0,0,1,1
1538573843,C7NTXk4Eja9XkpxJV4,5.038378,78,103,0,0,2,1
1538573853,CueyGX3xtt9BqFwWB6,5.005394,78,0,1,1,2,0
1538573863,CIooeV2kG9vVgwovcf,5.005143,90,0,1,1,2,0
1538573837,CA2b7Y1X12qd3XYxyi,0.042727,48,48,0,0,1,1
1538573909,CLVHMF1hwGG9HIRNP5,5.005398,78,0,1,1,2,0
1538573919,CTbSmr2UmNeBFDxoBh,5.003151,90,0,1,1,2,0
1538573929,Cvqm6P20HVrg28uaJc,0.289571,39,103,0,0,1,1
1538573929,CMCrfI2dS67kKtXAWj,0.0005,39,39,0,0,1,1
1538573905,CXbIgCSImSyvsHgG9,0.039222,48,48,0,0,1,1
1538573905,CRdJulwgesEbDHIUe,0.009499,48,48,0,0,1,1
1538573981,CHLlke4tnIB7MSPSXk,0.118434,45,45,0,0,1,1
1538573971,C2eUFC2mXFoRMgxi0b,5.005153,78,0,1,1,2,0
1538573981,Cp9auw4shNMOc1Okak,0.004747,45,45,0,0,1,1
1538573981,CiAWng6kyDpROuEvf,5.286491,78,103,0,0,2,1
1538573972,CDB9Go311pYmutzkGl,0.048223,48,48,0,0,1,1
1538574047,CCpNGN3tMb0CPx6Zqb,0.021237,45,45,0,0,1,1
1538574037,CjAft51Osi66I7d487,5.005148,78,0,1,1,2,0
1538574047,CdRY0W3plxRj989Wk8,0.000499,45,45,0,0,1,1
1538574047,CA7iXn3OhrV3BLJdL5,5.004915,78,0,1,1,2,0
1538574057,CQO35h1J46SpE2Ozyf,0.000736,45,45,0,0,1,1
1538574057,CC05Yd43Xj1hErOYMi,0.000313,45,45,0,0,1,1
1538574040,Coth0244SI61LqwOD3,0.039972,48,48,0,0,1,1
1538574113,C5KT944KawKg9iAZli,0.002996,45,45,0,0,1,1
1538574103,Cxj6093TOyu3RZ3iYj,5.00515,78,0,1,1,2,0
1538574113,ChQQlq34lpRbURGbDj,0.011745,45,45,0,0,1,1
1538574113,CE4CTG2oOwt9084Qj,5.15332,78,103,0,0,2,1
1538574107,CkWKJ5pvJvvLWLk3a,0.10719,48,48,0,0,1,1
1538574042,CoOKpb87SEE3VdP4k,71.039253,384,384,0,0,8,8
1538574177,Ck6pFY2eLSIM772vh,0.000744,45,45,0,0,1,1
1538574167,CnOsWc2K7eRi5kt2gf,5.005146,78,0,1,1,2,0
1538574177,C8SWSZ2iRUxpv1zFrc,0.0005,45,45,0,0,1,1
1538574178,CDM8im3VXxgWTIUBaj,5.039373,78,103,0,0,2,1
1538574174,CiMRJ21cyg6QnGDxid,0.039478,48,48,0,0,1,1
1538574180,Chkz9P3181SWM0Vb77,0.020981,48,48,0,0,1,1
1538574239,CefSOM17tprh7adgu7,0.000751,39,39,0,0,1,1
1538574234,CWpf7G12tWhsUqcJR3,5.145566,78,103,0,0,2,1
1538574243,C4jEfs2xzRtQOpbUUk,5.0054,78,0,1,1,2,0
1538574253,CRtmIVokgw9WPmjt4,5.00515,90,0,1,1,2,0
1538574239,CJQOyK3l6Fd2ENdghk,0.009246,48,48,0,0,1,1
1538574240,CJ3N1L1M8HksbtpwZg,0.03898,48,48,0,0,1,1
1538574174,CCoonc393StmnWVQXa,69.004921,384,384,0,0,8,8
1538574249,CYcmO54Cu7ei2u783f,0.019739,48,48,0,0,1,1
1538574307,CdGXuE4QUhNDjxE2G1,5.00515,78,0,1,1,2,0
1538574317,Cj59T33jNpGvgVXfmj,5.005396,90,0,1,1,2,0
1538574327,CfyGLmo7NRpcaSZD,5.040873,78,103,0,0,2,1
1538574308,CNQgIk4mAYcgOX92K1,0.069965,48,48,0,0,1,1
1538574309,CiNPSn2k58g0usaEB8,0.036233,48,48,0,0,1,1
1538574315,CtRLt981fPIloQVD4,0.005744,48,48,0,0,1,1
1538574371,CIntzQ1sgz5vy0ba9d,5.005149,78,0,1,1,2,0
1538574381,Cx0I2u3LjstAQVKswc,0.021483,45,120,0,0,1,1
1538574381,C9gTxi4Hehuy0Vryj9,0.00075,45,45,0,0,1,1
1538574365,CPUHUS2MaZ9KOvTVG9,0.003249,48,48,0,0,1,1
1538574376,COjZta1NRHU0U4robe,0.038728,48,48,0,0,1,1
1538574377,CeIxNx1BiFfVE69IT8,0.127425,48,48,0,0,1,1
1538574384,CSjvJCzwZ5aseXOyl,0.005996,48,48,0,0,1,1
1538574435,C5bQpkXhTmSHv55pl,0.160142,39,103,0,0,1,1
1538574440,CwvRe64FHjQyz7yEQ5,5.002897,78,0,1,1,2,0
1538574450,CBbHVB2oOyoGkDzq4a,0.000486,45,45,0,0,1,1
1538574450,CPaszNUxiKxs0RSAa,0.000749,45,45,0,0,1,1
1538574445,CVbUja40aweqHtM81c,0.040977,48,48,0,0,1,1
1538574446,CkrIcy3EZrpALM8Thc,0.075201,48,48,0,0,1,1
1538574378,CtWQnh4eL8Pl2mdQ5l,74.078282,384,384,0,0,8,8
1538574453,CHNyLo7yW1iSCz8Za,0.006252,48,48,0,0,1,1
1538574498,CSv0202Y16XqaJHja8,5.005152,78,0,1,1,2,0
1538574508,Ceird3gWfLvLQqnMd,0.000488,45,45,0,0,1,1
1538574508,CZkEOvTolSFdYH7B8,0.0005,45,45,0,0,1,1
1538574518,Ctsx6H2CeHXFZzcPah,0.000741,45,45,0,0,1,1
1538574508,CH5pBS26ZJQheZcgef,5.005157,78,0,1,1,2,0
1538574518,ChaC7j2E3RjINuQut6,0.00125,45,45,0,0,1,1
1538574528,CsKzdfcKbP6LFrtf4,0.02373,45,45,0,0,1,1
1538574518,CMDdIa1fk9C2frL2ma,5.00515,78,0,1,1,2,0
1538574528,CUiBkMMNxh7OOobX4,0.011492,45,45,0,0,1,1
1538574513,CD6eVK3SLcUsM9hDa4,0.039239,48,48,0,0,1,1
1538574514,C1poM54x3LVNt1LCzg,0.024501,48,48,0,0,1,1
1538574519,CyejXv4smL3bIcFcN9,0.094202,48,48,0,0,1,1
1538574522,CynxLM2xFWSCXB6A95,0.005751,48,48,0,0,1,1
1538574564,CXUmuq2UxiiVaC97e,5.005146,78,0,1,1,2,0
1538574574,CooHfB2d4KHTEm9K47,0.000734,45,45,0,0,1,1
1538574574,CQVotsqooliVyisg9,0.000499,45,45,0,0,1,1
1538574584,C2307b2vquGaG464k,0.022252,45,45,0,0,1,1
1538574574,CJw4hO34pjN0qDXTbl,5.00516,78,0,1,1,2,0
1538574584,Cuew9ScvKwtlVaGD6,0.000498,45,45,0,0,1,1
1538574584,CNnRxm2VjL4vHi0ZNd,5.00515,78,0,1,1,2,0
1538574594,CvndYq3YvYX6c12ML9,0.000493,45,45,0,0,1,1
1538574594,C2b52y1zipT0vawDy2,0.005497,45,45,0,0,1,1
1538574580,CctZZL3rKC77ryIKJl,0.060216,48,48,0,0,1,1
1538574631,CnF39o1oK4x2bF8za,0.036227,39,103,0,0,1,1
1538574631,C9EiEV3mTqGqXa6tMk,0.000499,39,39,0,0,1,1
1538574582,C1rHjk2bYzlSK5ZPta,0.060965,48,48,0,0,1,1
1538574586,CNvZfo95mHZkCR8vk,0.002249,48,48,0,0,1,1
1538574590,CSu52f1uSlsiqIHkqc,0.006004,48,48,0,0,1,1
1538574646,C4rI3r3OL5ow9xuDA4,0.034975,45,45,0,0,1,1
1538574636,CSL3gv2oYdRWVwNPBk,5.005155,78,0,1,1,2,0
1538574646,CR8Ebf4NT8qyXlySpg,0.01824,45,45,0,0,1,1
1538574656,CgAOe12A11Jr3sarAk,0.000493,45,45,0,0,1,1
1538574646,CikMtj4hw3DFobwVC5,5.005403,78,0,1,1,2,0
1538574656,ChgqeG3xVu0ViKRVNh,0.000499,45,45,0,0,1,1
1538574647,CzhLhA3tmi16UnkQud,0.102692,48,48,0,0,1,1
1538574648,CO63yc1b73KnhYu5ef,0.06621,48,48,0,0,1,1
1538574699,C5Yp9E2XRWBtkg89Y4,0.026484,39,103,0,0,1,1
1538574652,CzROP21vp62VmxKDp5,0.043974,48,48,0,0,1,1
1538574659,CjV1J8lyLXJesXq25,0.005753,48,48,0,0,1,1
1538574704,Cuyeja3QC0ceS4V0fi,5.061856,78,103,0,0,2,1
1538574714,CzO4v94Kz5uFWfgmO4,5.005154,78,0,1,1,2,0
1538574724,CBGazq2fwUHoelpzAa,0.000492,45,45,0,0,1,1
1538574724,CCz0If4slyPeBHrJu4,0.0005,45,45,0,0,1,1
1538574714,CbJnyPY8BOw8pdIjb,0.005752,48,48,0,0,1,1
1538574717,CkD7pq4LgFfhUach4g,0.038733,48,48,0,0,1,1
1538574718,CQ9IEv13WhVii9u3Lj,0.002503,48,48,0,0,1,1
1538574727,CurOxvopo6tftxAv6,0.068967,48,48,0,0,1,1
1538574774,Cj9rGo3H4avFzmT1a2,5.039628,78,103,0,0,2,1
1538574832,C4pkGewZlUvckVNNh,0.000748,39,103,0,0,1,1
1538574832,CuXQsE4DthrG6UO8mf,0.032983,39,94,0,0,1,1
1538574783,CdQelgYo4e88CbN2e,0.005752,48,48,0,0,1,1
1538574785,CDxykq3ciVmAXfnvc8,0.104691,48,48,0,0,1,1
1538574787,CgFaK33j6HwdeKbric,0.007743,48,48,0,0,1,1
1538574795,C8a0Q13KsD2aDusZk3,0.005752,48,48,0,0,1,1
1538574849,Co3P10313nfMJdYqA1,0.016245,48,48,0,0,1,1
1538574892,CqR9B826IaXZzXMmi6,5.005148,78,0,1,1,2,0
1538574902,CiyMDs2DzBPfCVV3D5,0.000487,45,45,0,0,1,1
1538574902,CAHwNr4uJmHLgDYit8,0.00075,45,45,0,0,1,1
1538574854,Cdm3Vv3kFSjZOp2k5a,0.109688,48,48,0,0,1,1
1538574854,CrScB81i7klw4vrZIa,0.109447,48,48,0,0,1,1
1538574902,C7Ty2r4ttOK5oYAUyi,5.005157,78,0,1,1,2,0
1538574912,CtAPD32vrfJpyKg7Kb,0.000732,45,45,0,0,1,1
1538574912,Ck4YDW1Vk9wPYgHNyi,0.000749,45,45,0,0,1,1
1538574864,Cq27A43dhqNauxKML8,0.00574,48,48,0,0,1,1
1538574831,CEklgT1SRH2IVWpFVh,70.007842,384,384,0,0,8,8
1538574956,CchVEx1Kpy8bhY5Uj7,5.035871,78,103,0,0,2,1
1538574918,Cnnatq4cBNbfaQpQ3h,0.007742,48,48,0,0,1,1
1538574921,CJhnnY3gBDRZprliib,0.038982,48,48,0,0,1,1
1538574922,C3YEs34ucG5hW7ZQ08,0.002238,48,48,0,0,1,1
1538574966,Cpc2p132KXVrDFzy66,5.00513,78,0,1,1,2,0
1538574976,CTaEMA1Ma6qwWn5lQi,0.00049,45,45,0,0,1,1
1538574976,CmPzJo1zLg4Ptwo3F9,0.00075,45,45,0,0,1,1
1538574930,CDOwZC4bDp5TOw2xc7,0.00975,48,48,0,0,1,1
1538574986,Cr7CEq1sIIrAgs6ybc,0.021729,45,45,0,0,1,1
1538574976,CKYh71J2BoCVmrDGc,5.00515,78,0,1,1,2,0
1538574986,CEOICHCJgtEum26c2,0.026985,45,45,0,0,1,1
1538574968,CI5LkR1KumF5biRw8j,0.024502,48,48,0,0,1,1
1538575023,CkkJ1127sGRKmtBm3i,5.005399,78,0,1,1,2,0
1538575033,CnoqGP2OXxB2Hifxi6,0.000731,45,45,0,0,1,1
1538575033,CngrQZ384KIa7gIWV4,0.00075,45,45,0,0,1,1
1538574986,CUudpV3susTyqbbQh,0.096435,48,48,0,0,1,1
1538574987,ClUCFo2b6eByt5t67g,0.039734,48,48,0,0,1,1
1538574988,C6p8Kw3XsyKT8XIx2k,0.002494,48,48,0,0,1,1
1538575034,CMUEM31qE2cJoI6ouf,5.005153,78,0,1,1,2,0
1538575044,C5JiOd2PdWs5oziDtb,0.00049,45,45,0,0,1,1
1538575044,C3YsWtriZP6NLDVpe,0.000501,45,45,0,0,1,1
1538574996,CMLBNln0CovyOJCy9,0.048993,48,48,0,0,1,1
1538575054,C0M0oL33bnH77YOMU6,0.000498,45,45,0,0,1,1
1538575044,CTqR4V1e2SzYrhUzFc,5.005162,78,0,1,1,2,0
1538575054,Cifjy84KtGeY4KpKz,0.000749,45,45,0,0,1,1
1538575036,CdS41o3KXcs4oGzxsc,0.006999,48,48,0,0,1,1
1538575088,C1kV0w3MYMF68ahAng,5.005154,78,0,1,1,2,0
1538575098,C4e3Ew1gapZsuwirT,0.0005,45,45,0,0,1,1
1538575098,CVVK5L2sCDlVPh8Kf3,0.000499,45,45,0,0,1,1
1538575053,CkkmGz2ByYi3Pd3C7e,0.128667,48,48,0,0,1,1
1538575054,CkfqdU3W7dKsLukKta,0.005758,48,48,0,0,1,1
1538575057,CP6UfX00r0tfb47l,0.002492,48,48,0,0,1,1
1538575063,CUA7FB3gqfKMwkNKa2,0.005752,48,48,0,0,1,1
1538575104,C63KlF4T6kWcAGkPNk,0.157657,48,48,0,0,1,1
1538575120,CGhJUgXTozdtE5bUj,0.04722,48,48,0,0,1,1
1538575123,CyfP8u2Zec8cTlgC8k,0.002747,48,48,0,0,1,1
1538575123,Ch7Ixk4kjkVqazM649,0.006236,48,48,0,0,1,1
1538575132,CIucsq2Qb3pjDc68U1,0.005506,48,48,0,0,1,1
1538575088,CNz9MW2QB2GYnER6eg,73.027111,384,384,0,0,8,8
1538575173,CIS2U9hOSnkApUR43,0.00724,48,48,0,0,1,1
1538575189,C0FN3O2oHjEsRaTB3,0.11168,48,48,0,0,1,1
1538575191,C8bMZN3wA0NX9eJKla,0.002739,48,48,0,0,1,1
1538575191,Ci4PvZFdBmLBNAIgf,0.005975,48,48,0,0,1,1
1538575199,CSCg6o28uRmj44Tl67,0.033476,48,48,0,0,1,1
1538575227,CZfIrZ1HMVyTp9eE2k,0.140178,48,48,0,0,1,1
1538575239,C1Xb3I3BQrRPTndA8k,0.052465,48,48,0,0,1,1
1538575258,CPpiIU1OG112kErXRh,0.073703,48,48,0,0,1,1
1538575259,CJYmfVrHKqapFf6Hc,0.002744,48,48,0,0,1,1
1538575321,CMY6xS2bC5vCm9RKG5,0.087945,48,48,0,0,1,1
1538575332,CjATaw1uuhYKpXwQUa,0.029483,48,48,0,0,1,1
1538575360,CfXJW71L1SGDAA5Y2c,0.00824,48,48,0,0,1,1
1538575375,C9imCL2HeRr7TzonK9,0.006487,48,48,0,0,1,1
1538575391,CobzcsXPGaea8E7Nd,0.070457,48,48,0,0,1,1
1538575394,CgXbqn2uoBcRLWZwp6,0.038978,48,48,0,0,1,1
1538575458,CantR524Ikij6oUvA1,0.012986,48,48,0,0,1,1
1538575464,C2kSjO3UsYCIJmFJk9,0.007978,48,48,0,0,1,1
1538575494,CKfdb31Z4MnR2BNfyk,0.178395,48,48,0,0,1,1
1538575506,CACWDm3rRW4SEYoHq,0.006732,48,48,0,0,1,1
1538575525,CHNsKsaJL1MndRWYb,0.00299,48,48,0,0,1,1
1538575527,CrEs6h4PCREkvDo7zf,0.038966,48,48,0,0,1,1
1538575594,CvHFK23NAwTUSLSMj7,0.013988,48,48,0,0,1,1
1538575599,CamDEU7Z1NrVErUk9,0.031732,48,48,0,0,1,1
1538575627,CTf3Yv4bayXcdiIAbc,0.015234,48,48,0,0,1,1
1538575638,C375L1134fnpFBMb15,0.043974,48,48,0,0,1,1
1538575656,CT5OhK1G8JJoLmZXVa,0.002992,48,48,0,0,1,1
1538575663,CSmRxG30MCPTT8W15a,0.059462,48,48,0,0,1,1
1538575725,CAYTwUdPlAfki4Edf,0.005743,48,48,0,0,1,1
1538575728,C9iofV1uB0URGSFmEj,0.010746,48,48,0,0,1,1
1538575764,CuRVr91lE9Xg73NlYi,0.008237,48,48,0,0,1,1
1538575771,CPDFYC2OsouDt90uof,0.008232,48,48,0,0,1,1
1538575792,CzKOhj1CjglduK1GUb,0.002491,48,48,0,0,1,1
1538575797,C31NBv5WHkfCiz6j5,0.158653,48,48,0,0,1,1
1538575856,CYYrrr3UWzY9uBgs1,0.033476,48,48,0,0,1,1
1538575860,C4WLfX153WtRjcuExb,0.006234,48,48,0,0,1,1
1538575900,CCDndc3EL6QBcz8YX8,0.075953,48,48,0,0,1,1
1538575905,CR88kR1q1WTXJ4iD6d,0.006513,48,48,0,0,1,1
1538575920,C8cdZJuPsxrYA81Mj,0.005234,48,48,0,0,1,1
1538575933,CWLXCKJfwB1ztCrOl,0.077693,48,48,0,0,1,1
1538575985,Cip0Yz3EoYxtAgRXQ5,0.005484,48,48,0,0,1,1
1538575993,CmoZKm3zerFazxXXI1,0.005491,48,48,0,0,1,1
1538576035,Chy9Tep2QMotpd75e,0.019239,48,48,0,0,1,1
1538576037,COKQYd3a8CKWHWhR9k,0.007989,48,48,0,0,1,1
1538576049,COllS86PbSZSfdt2d,0.050962,48,48,0,0,1,1
1538576067,CINOZY1iW3OYBiGLG9,0.0747,48,48,0,0,1,1
1538576120,Cjx1oq4IWvO6hsxVzh,0.023236,48,48,0,0,1,1
1538576124,Cr1qfz1YPblXZQZ309,0.048214,48,48,0,0,1,1
1538576163,CEgMSE4KDJoGR29UA3,0.008237,48,48,0,0,1,1
1538576165,CL2k2x1bIC0kUMXjFb,0.006741,48,48,0,0,1,1
1538576178,CzHneg2dZIeD9bX8Z8,0.038217,48,48,0,0,1,1
1538576201,CjYJxQ3jkmlitA48xj,0.09343,48,48,0,0,1,1
1538576254,Co8j2m2wfBFSl8L4K7,0.096193,48,48,0,0,1,1
1538576255,CVlcke2ylMVqgUbDoe,0.021226,48,48,0,0,1,1
1538576295,CQOdtC2gO2SjTPVTPd,0.007989,48,48,0,0,1,1
1538576297,CnIIb13ooloKEHa11d,0.055455,48,48,0,0,1,1
1538576306,C7Pj8S24nAPu6k5Tng,0.036229,48,48,0,0,1,1
1538576329,CTp11B4e0kP7XKGa9,0.03897,48,48,0,0,1,1
1538576387,CFjeXZ2CHFTTVpednf,0.008481,48,48,0,0,1,1
1538576387,Ccbdlw3PXW4Vjc7EF9,0.008226,48,48,0,0,1,1
1538576426,CuUTYl14f2eyF5nEK5,0.006761,48,48,0,0,1,1
1538576428,CSB3KoZ8Pglt0WNOi,0.008741,48,48,0,0,1,1
1538576434,CppBcq2ESGbG1RgQM2,0.130444,48,48,0,0,1,1
1538576457,CEnX4A2QI4k7gDNfEi,0.038986,48,48,0,0,1,1
1538576517,CfF9Na19m2Ys6YeRC6,0.007491,48,48,0,0,1,1
1538576517,CrV28k4Gper6hRB3me,0.00724,48,48,0,0,1,1
1538576555,CwdgMy32uXV9Smn1a7,0.047471,48,48,0,0,1,1
1538576559,CcUWde2sImlYDPP9J5,0.010238,48,48,0,0,1,1
1538576563,CPFAiC2a49oANhmwLj,0.002248,48,48,0,0,1,1
1538576591,Cec69SC8biR3RVLTc,0.038479,48,48,0,0,1,1
1538576647,CoQg6r2KYtQq2ySgPd,0.005498,48,48,0,0,1,1
